user_id,signup_date,country,city,platform,acquisition_channel,age_group,experiment_group,first_device_type
U04175,2024-09-07,Austria,Vienna,Android,Partnership,45-54,treatment,Android
U04176,2025-01-31,Austria,Vienna,iOS,Organic,25-34,treatment,iOS
U04177,2024-05-10,Spain,Barcelona,Android,Paid Social,35-44,control,Android
U04178,2025-05-08,Netherlands,Amsterdam,Android,Referral,18-24,treatment,Android
U04179,2024-07-10,France,Paris,iOS,Organic,18-24,treatment,iOS
U04180,2025-03-17,Austria,Vienna,Android,Paid Search,18-24,control,Android
U04181,2024-01-17,Germany,Berlin,Web,Paid Social,35-44,treatment,Web
U04182,2024-11-21,Spain,Barcelona,Android,Paid Social,25-34,treatment,Android
U04183,2024-06-02,Netherlands,Amsterdam,Web,Referral,25-34,treatment,Web
U04184,2024-04-02,France,Paris,iOS,Referral,35-44,treatment,iOS
U04185,2024-02-14,France,Paris,iOS,Paid Social,18-24,control,iOS
U04186,2024-08-02,Austria,Vienna,Web,Paid Social,25-34,treatment,iOS
U04187,2024-11-28,Austria,Vienna,Web,Paid Search,18-24,control,Web
U04188,2024-11-01,Spain,Barcelona,Android,Paid Social,18-24,control,Android
U04189,2024-05-13,Germany,Berlin,Android,Referral,25-34,control,Android
U04190,2025-03-08,Netherlands,Amsterdam,iOS,Direct,25-34,treatment,iOS
U04191,2024-08-05,Netherlands,Amsterdam,Android,Referral,55+,control,Android
U04192,2024-09-15,Netherlands,Amsterdam,iOS,Paid Search,25-34,treatment,iOS
U04193,2025-03-08,Spain,Barcelona,Android,Organic,35-44,control,Android
U04194,2024-11-29,Germany,Berlin,iOS,Paid Search,25-34,control,iOS
U04195,2024-10-25,France,Paris,iOS,Referral,25-34,control,iOS
U04196,2025-03-02,France,Paris,iOS,Referral,35-44,control,iOS
U04197,2025-01-25,Netherlands,Amsterdam,Android,Paid Search,35-44,treatment,Android
U04198,2025-02-15,Germany,Berlin,iOS,Paid Search,25-34,treatment,iOS
U04199,2025-01-28,Germany,Hamburg,Web,Organic,18-24,control,Web
U04200,2025-03-08,Spain,Madrid,Android,Paid Search,18-24,control,Android
U04201,2025-04-26,Austria,Vienna,iOS,Paid Search,35-44,treatment,iOS
U04202,2025-04-15,Germany,Hamburg,iOS,Organic,25-34,treatment,iOS
U04203,2024-06-04,Austria,Vienna,iOS,Partnership,45-54,control,iOS
U04204,2024-06-06,Germany,Munich,iOS,Organic,,control,iOS
U04205,2024-11-17,France,Paris,Android,Organic,35-44,treatment,Android
U04206,2024-04-01,Austria,Vienna,iOS,Referral,18-24,treatment,iOS
U04207,2025-03-20,Austria,Vienna,Android,Paid Social,45-54,treatment,Android
U04208,2024-07-06,France,Paris,Android,Paid Social,25-34,treatment,Android
U04209,2024-12-27,Spain,Madrid,Android,Organic,55+,control,Android
U04210,2025-04-25,Spain,Barcelona,Web,Paid Social,25-34,treatment,Web
U04211,2024-03-11,France,Paris,Web,Paid Search,18-24,treatment,Android
U04212,2025-03-05,Germany,Hamburg,iOS,Paid Search,25-34,treatment,iOS
U04213,2024-05-02,Spain,Madrid,iOS,Organic,35-44,treatment,iOS
U04214,2024-05-18,Spain,Barcelona,Android,Partnership,35-44,control,Android
U04215,2024-11-30,Germany,Berlin,iOS,Partnership,18-24,treatment,iOS
U04216,2024-05-21,Spain,Madrid,iOS,Paid Social,45-54,control,iOS
U04217,2024-07-06,France,Paris,Android,Organic,25-34,control,Android
U04218,2024-06-18,Netherlands,Amsterdam,iOS,Paid Search,25-34,treatment,iOS
U04219,2024-03-21,Germany,Munich,Android,Direct,,treatment,Android
U04220,2025-03-26,Spain,Madrid,iOS,Organic,18-24,control,iOS
U04221,2025-05-15,France,Paris,iOS,Organic,35-44,treatment,iOS
U04222,2024-09-22,Austria,Vienna,Android,Partnership,25-34,treatment,Android
U04223,2024-08-08,Germany,Munich,iOS,Organic,35-44,control,iOS
U04224,2025-04-26,Germany,Berlin,iOS,Paid Search,25-34,treatment,iOS
U04225,2025-01-14,Germany,Hamburg,Android,Partnership,25-34,treatment,Android
U04226,2024-01-18,France,Paris,Android,Paid Social,,control,Android
U04227,2024-12-17,Austria,Vienna,Android,Organic,18-24,control,Android
U04228,2024-03-21,Austria,Vienna,Android,Paid Search,25-34,treatment,Android
U04229,2025-03-18,Germany,Berlin,Android,Paid Social,18-24,treatment,Android
U04230,2024-07-15,France,Paris,iOS,Paid Social,25-34,control,iOS
U04231,2024-02-12,Spain,Madrid,iOS,Referral,25-34,control,iOS
U04232,2024-11-29,Spain,Barcelona,iOS,Organic,35-44,treatment,iOS
U04233,2024-10-01,Germany,Berlin,iOS,Organic,18-24,control,iOS
U04234,2024-11-30,Netherlands,Amsterdam,Android,Paid Social,25-34,control,Android
U04235,2024-11-13,Germany,Berlin,Android,Partnership,25-34,control,Android
U04236,2024-12-28,Spain,Madrid,Web,Paid Search,35-44,control,Web
U04237,2025-01-06,Germany,Berlin,Android,Organic,45-54,control,Android
U04238,2025-05-16,Spain,Madrid,Android,Organic,25-34,control,Android
U04239,2024-08-17,Spain,Barcelona,Android,Referral,18-24,treatment,Android
U04240,2025-01-20,Austria,Vienna,Android,Partnership,25-34,control,Android
U04241,2024-02-24,Spain,Barcelona,Android,Paid Social,45-54,treatment,Android
U04242,2024-08-09,Germany,Berlin,iOS,Organic,35-44,treatment,iOS
U04243,2024-06-13,France,Paris,Web,Direct,25-34,control,iOS
U04244,2024-10-25,France,Paris,iOS,Paid Social,55+,control,iOS
U04245,2024-08-16,Austria,Vienna,iOS,Paid Search,35-44,treatment,iOS
U04246,2025-02-06,Spain,Madrid,Android,Organic,55+,control,Android
U04247,2025-02-23,Austria,Vienna,iOS,Organic,25-34,treatment,iOS
U04248,2024-07-27,Spain,Barcelona,Android,Paid Social,18-24,treatment,Android
U04249,2024-12-22,Netherlands,Amsterdam,Android,Organic,25-34,control,Android
U04250,2024-08-31,France,Paris,iOS,Partnership,25-34,control,iOS
U04251,2024-08-20,Netherlands,Amsterdam,iOS,Organic,35-44,treatment,iOS
U04252,2025-05-12,Germany,Hamburg,iOS,Partnership,25-34,control,iOS
U04253,2024-11-16,Germany,Berlin,iOS,Referral,18-24,treatment,iOS
U04254,2024-07-20,France,Paris,Android,Direct,35-44,control,Android
U04255,2024-10-17,Germany,Hamburg,Android,Organic,35-44,control,Android
U04256,2024-05-10,Austria,Vienna,iOS,Paid Search,18-24,treatment,iOS
U04257,2024-09-22,Germany,Berlin,Android,Organic,25-34,treatment,Android
U04258,2024-02-05,Germany,Munich,Web,Direct,25-34,control,iOS
U04259,2024-04-05,Spain,Barcelona,iOS,Paid Social,18-24,control,iOS
U04260,2025-04-16,Germany,Hamburg,iOS,Paid Search,25-34,control,iOS
U04261,2024-02-10,France,Paris,Android,Paid Social,18-24,treatment,Android
U04262,2024-07-29,Netherlands,Amsterdam,iOS,Organic,18-24,treatment,iOS
U04263,2024-07-02,Netherlands,Amsterdam,Android,Direct,,treatment,Android
U04264,2024-04-22,Germany,Berlin,iOS,Organic,18-24,treatment,iOS
U04265,2024-03-30,Spain,Barcelona,iOS,Referral,18-24,control,iOS
U04266,2024-11-25,France,Paris,Android,Paid Search,18-24,control,Android
U04267,2024-11-06,France,Paris,iOS,Organic,25-34,control,iOS
U04268,2024-01-10,Austria,Vienna,iOS,Organic,45-54,control,iOS
U04269,2024-01-03,Austria,Vienna,Android,Direct,45-54,control,Android
U04270,2025-03-28,Netherlands,Amsterdam,Android,Partnership,18-24,treatment,Android
U04271,2024-09-26,Spain,Barcelona,iOS,Organic,35-44,control,iOS
U04272,2025-01-10,Germany,Munich,iOS,Partnership,18-24,treatment,iOS
U04273,2024-09-15,Germany,Hamburg,Android,Paid Social,18-24,treatment,Android
U04274,2024-05-17,Germany,Munich,iOS,Organic,25-34,treatment,iOS
U04275,2024-02-09,Austria,Vienna,iOS,Direct,45-54,control,iOS
U04276,2024-02-18,Netherlands,Amsterdam,iOS,Partnership,25-34,control,iOS
U04277,2024-11-22,Germany,Berlin,iOS,Paid Search,25-34,treatment,iOS
U04278,2024-02-10,Netherlands,Amsterdam,iOS,Organic,45-54,treatment,iOS
U04279,2024-05-20,Germany,Berlin,Android,Organic,25-34,control,Android
U04280,2025-05-08,France,Paris,Web,Organic,55+,control,Web
U04281,2025-04-11,France,Paris,iOS,Paid Social,45-54,treatment,iOS
U04282,2024-06-22,Germany,Munich,Android,Partnership,35-44,treatment,Android
U04283,2024-09-04,Spain,Madrid,iOS,Direct,25-34,control,iOS
U04284,2024-01-16,France,Paris,Android,Organic,25-34,treatment,Android
U04285,2024-07-17,Netherlands,Amsterdam,Android,Organic,25-34,control,Android
U04286,2024-12-10,Spain,Madrid,Android,Paid Social,35-44,treatment,Android
U04287,2025-04-24,Netherlands,Amsterdam,Android,Paid Social,18-24,treatment,Android
U04288,2024-02-29,France,Paris,Android,Paid Search,45-54,treatment,Android
U04289,2025-03-02,Germany,Munich,Web,Paid Social,45-54,treatment,Web
U04290,2024-12-19,Netherlands,Amsterdam,iOS,Organic,35-44,control,iOS
U04291,2025-03-08,Germany,Hamburg,Web,Organic,55+,treatment,Web
U04292,2024-01-10,France,Paris,iOS,Referral,25-34,treatment,iOS
U04293,2024-06-03,Spain,Madrid,Android,Paid Search,18-24,control,Android
U04294,2024-05-04,Netherlands,Amsterdam,iOS,Referral,25-34,control,iOS
U04295,2025-03-18,France,Paris,iOS,Referral,25-34,treatment,iOS
U04296,2024-11-17,Germany,Berlin,Android,Paid Search,45-54,treatment,Android
U04297,2025-05-07,Netherlands,Amsterdam,Web,Paid Social,18-24,treatment,iOS
U04298,2024-09-20,Spain,Madrid,Android,Referral,25-34,control,Android
U04299,2024-01-01,France,Paris,iOS,Paid Search,35-44,control,iOS
U04300,2024-10-22,Germany,Berlin,iOS,Paid Social,18-24,control,iOS
U04301,2024-04-06,Germany,Hamburg,Android,Paid Search,25-34,treatment,Android
U04302,2024-01-09,Germany,Munich,iOS,Direct,35-44,control,iOS
U04303,2025-02-22,France,Paris,Android,Partnership,18-24,treatment,Android
U04304,2024-04-08,Germany,Munich,Android,Referral,25-34,control,Android
U04305,2024-08-24,Spain,Barcelona,Web,Direct,18-24,treatment,Web
U04306,2024-06-20,Germany,Munich,Android,Direct,55+,treatment,Android
U04307,2024-12-18,France,Paris,Android,Referral,55+,control,Android
U04308,2025-04-16,France,Paris,iOS,Partnership,18-24,treatment,iOS
U04309,2025-01-30,Germany,Berlin,Android,Paid Search,25-34,control,Android
U04310,2024-06-01,Germany,Berlin,Android,Organic,35-44,treatment,Android
U04311,2025-04-04,Netherlands,Amsterdam,iOS,Paid Social,,control,iOS
U04312,2024-07-25,Spain,Barcelona,Android,Organic,35-44,control,Android
U04313,2025-05-04,Austria,Vienna,iOS,Paid Search,25-34,control,iOS
U04314,2025-01-01,Germany,Berlin,Android,Partnership,18-24,control,Android
U04315,2025-01-10,Spain,Madrid,Web,Paid Social,25-34,control,Web
U04316,2025-01-16,Netherlands,Amsterdam,iOS,Paid Social,25-34,control,iOS
U04317,2024-10-07,Spain,Madrid,Android,Partnership,25-34,treatment,Android
U04318,2024-08-07,France,Paris,iOS,Paid Search,25-34,control,iOS
U04319,2024-11-17,Germany,Hamburg,Android,Referral,25-34,control,Android
U04320,2024-07-06,France,Paris,Android,Paid Social,25-34,control,Android
U04321,2024-09-07,Austria,Vienna,iOS,Organic,35-44,control,iOS
U04322,2024-12-20,Germany,Hamburg,iOS,Paid Social,25-34,control,iOS
U04323,2024-10-06,Spain,Barcelona,iOS,Paid Social,35-44,treatment,iOS
U04324,2024-04-21,Spain,Madrid,iOS,Partnership,18-24,treatment,iOS
U04325,2024-01-06,France,Paris,iOS,Paid Search,35-44,treatment,iOS
U04326,2024-09-20,Germany,Berlin,iOS,Organic,18-24,treatment,iOS
U04327,2024-03-04,Spain,Barcelona,iOS,Organic,25-34,treatment,iOS
U04328,2024-03-25,France,Paris,iOS,Paid Search,45-54,control,iOS
U04329,2024-10-14,Netherlands,Amsterdam,Android,Direct,45-54,control,Android
U04330,2025-04-18,Spain,Barcelona,iOS,Organic,55+,treatment,iOS
U04331,2024-11-29,Spain,Madrid,iOS,Organic,25-34,control,iOS
U04332,2024-10-09,Spain,Barcelona,Web,Referral,25-34,treatment,Web
U04333,2024-01-21,Spain,Madrid,Android,Organic,35-44,control,Android
U04334,2024-07-01,Germany,Hamburg,Android,Paid Search,25-34,control,Android
U04335,2024-03-14,Netherlands,Amsterdam,iOS,Organic,55+,control,iOS
U04336,2024-10-23,Germany,Munich,Android,Paid Social,25-34,control,Android
U04337,2024-10-27,France,Paris,iOS,Referral,25-34,control,iOS
U04338,2025-01-02,Germany,Hamburg,Android,Paid Search,18-24,control,Android
U04339,2025-02-10,Germany,Berlin,Android,Organic,25-34,control,Android
U04340,2024-12-31,Spain,Madrid,Android,Organic,35-44,treatment,Android
U04341,2024-09-30,Germany,Hamburg,iOS,Paid Search,35-44,treatment,iOS
U04342,2025-04-06,Netherlands,Amsterdam,Android,Referral,25-34,control,Android
U04343,2024-09-28,France,Paris,Web,Paid Search,25-34,control,Web
U04344,2024-05-17,Germany,Munich,iOS,Paid Search,18-24,control,iOS
U04345,2024-01-21,Netherlands,Amsterdam,Android,Partnership,18-24,control,Android
U04346,2024-03-07,Austria,Vienna,Android,Paid Search,25-34,control,Android
U04347,2024-10-27,Austria,Vienna,iOS,Organic,25-34,treatment,iOS
U04348,2024-02-01,Spain,Barcelona,Web,Referral,55+,treatment,Web
U04349,2025-03-10,France,Paris,iOS,Paid Social,18-24,treatment,iOS
U04350,2024-03-02,France,Paris,iOS,Partnership,18-24,treatment,iOS
U04351,2024-01-16,Germany,Berlin,iOS,Organic,,control,iOS
U04352,2024-03-07,France,Paris,iOS,Paid Search,35-44,control,iOS
U04353,2025-02-11,Spain,Barcelona,Android,Referral,18-24,control,Android
U04354,2024-04-05,France,Paris,Android,Organic,45-54,control,Android
U04355,2024-04-14,Germany,Hamburg,iOS,Organic,45-54,control,iOS
U04356,2024-05-15,France,Paris,Android,Organic,45-54,treatment,Android
U04357,2025-02-28,Germany,Berlin,Web,Paid Search,,treatment,Web
U04358,2025-04-21,Netherlands,Amsterdam,Android,Organic,35-44,treatment,Android
U04359,2024-03-03,Netherlands,Amsterdam,iOS,Referral,18-24,control,iOS
U04360,2024-03-28,Netherlands,Amsterdam,iOS,Organic,45-54,control,iOS
U04361,2025-04-24,Germany,Berlin,iOS,Paid Social,35-44,control,iOS
U04362,2024-05-30,France,Paris,Android,Paid Search,45-54,control,Android
U04363,2024-09-01,France,Paris,iOS,Direct,18-24,treatment,iOS
U04364,2024-04-07,Spain,Madrid,Android,Referral,18-24,control,Android
U04365,2025-02-09,France,Paris,iOS,Paid Search,18-24,treatment,iOS
U04366,2024-06-09,Spain,Madrid,Android,Paid Search,35-44,treatment,Android
U04367,2025-01-09,Austria,Vienna,Android,Organic,45-54,control,Android
U04368,2024-07-23,France,Paris,iOS,Paid Social,25-34,control,iOS
U04369,2024-12-29,Germany,Hamburg,iOS,Organic,25-34,treatment,iOS
U04370,2024-06-25,Spain,Madrid,iOS,Paid Social,55+,control,iOS
U04371,2024-07-22,France,Paris,Web,Organic,55+,treatment,Web
U04372,2024-02-06,Austria,Vienna,iOS,Paid Search,25-34,treatment,iOS
U04373,2024-10-28,Austria,Vienna,iOS,Referral,25-34,treatment,iOS
U04374,2024-11-22,Netherlands,Amsterdam,iOS,Paid Social,55+,control,iOS
U04375,2024-05-05,Germany,Hamburg,Android,Paid Search,25-34,control,Android
U04376,2024-12-21,Austria,Vienna,Android,Referral,25-34,control,Android
U04377,2024-07-20,Spain,Barcelona,iOS,Organic,45-54,treatment,iOS
U04378,2025-04-20,Spain,Madrid,Android,Paid Social,45-54,control,Android
U04379,2024-03-01,Austria,Vienna,Android,Organic,18-24,treatment,Android
U04380,2024-06-06,Spain,Madrid,iOS,Referral,18-24,treatment,iOS
U04381,2024-10-04,Spain,Barcelona,iOS,Organic,25-34,control,iOS
U04382,2024-09-12,Germany,Hamburg,iOS,Paid Social,35-44,treatment,iOS
U04383,2024-10-28,Netherlands,Amsterdam,iOS,Organic,45-54,treatment,iOS
U04384,2024-10-16,Germany,Munich,iOS,Organic,18-24,control,iOS
U04385,2024-05-01,Spain,Barcelona,iOS,Paid Social,25-34,control,iOS
U04386,2024-09-10,France,Paris,iOS,Paid Social,35-44,control,iOS
U04387,2024-04-30,France,Paris,Web,Organic,45-54,control,Web
U04388,2024-10-31,Germany,Munich,Android,Referral,25-34,treatment,Android
U04389,2024-01-23,France,Paris,iOS,Organic,25-34,treatment,iOS
U04390,2025-05-09,Spain,Barcelona,iOS,Referral,18-24,treatment,iOS
U04391,2025-03-18,Austria,Vienna,Android,Paid Social,35-44,control,Android
U04392,2024-07-08,Austria,Vienna,Android,Paid Search,45-54,control,Android
U04393,2024-10-14,Netherlands,Amsterdam,iOS,Paid Search,55+,control,iOS
U04394,2025-03-09,Germany,Berlin,iOS,Organic,25-34,control,iOS
U04395,2024-07-19,Germany,Berlin,Android,Paid Search,25-34,treatment,Android
U04396,2024-04-04,Netherlands,Amsterdam,Android,Paid Social,35-44,control,Android
U04397,2024-10-10,Germany,Munich,iOS,Organic,18-24,treatment,iOS
U04398,2025-04-08,Spain,Madrid,iOS,Paid Social,25-34,control,iOS
U04399,2024-09-17,Austria,Vienna,Android,Referral,35-44,treatment,Android
U04400,2024-12-23,Germany,Munich,iOS,Paid Social,25-34,control,iOS
U04401,2024-09-05,Spain,Madrid,Android,Partnership,25-34,control,Android
U04402,2025-03-26,France,Paris,iOS,Paid Social,18-24,control,iOS
U04403,2024-09-04,Spain,Madrid,iOS,Paid Search,55+,treatment,iOS
U04404,2024-08-01,Netherlands,Amsterdam,Web,Organic,18-24,control,Web
U04405,2025-03-06,Spain,Barcelona,Android,Referral,18-24,treatment,Android
U04406,2025-04-23,Germany,Munich,Android,Direct,35-44,control,Android
U04407,2024-08-22,Spain,Barcelona,Android,Organic,55+,control,Android
U04408,2024-02-08,Spain,Barcelona,Android,Organic,18-24,control,Android
U04409,2024-09-06,Spain,Madrid,iOS,Referral,25-34,treatment,iOS
U04410,2024-06-02,France,Paris,iOS,Partnership,25-34,treatment,iOS
U04411,2024-11-11,Germany,Hamburg,Android,Paid Search,18-24,control,Android
U04412,2025-04-06,Netherlands,Amsterdam,Web,Paid Social,18-24,control,Web
U04413,2024-05-17,Germany,Berlin,Android,Direct,35-44,treatment,Android
U04414,2024-03-19,Netherlands,Amsterdam,iOS,Paid Search,25-34,treatment,iOS
U04415,2024-10-03,Germany,Munich,Android,Paid Search,25-34,treatment,Android
U04416,2024-03-28,Austria,Vienna,Android,Organic,35-44,treatment,Android
U04417,2024-11-04,Austria,Vienna,Android,Organic,35-44,control,Android
U04418,2025-01-10,Spain,Madrid,iOS,Paid Social,25-34,control,iOS
U04419,2024-07-31,Spain,Madrid,Web,Paid Social,18-24,treatment,iOS
U04420,2024-10-16,Austria,Vienna,Android,Partnership,18-24,treatment,Android
U04421,2024-11-13,Spain,Barcelona,Android,Paid Search,25-34,treatment,Android
U04422,2025-05-07,Netherlands,Amsterdam,iOS,Organic,25-34,treatment,iOS
U04423,2024-12-27,Germany,Munich,iOS,Paid Search,55+,control,iOS
U04424,2024-06-24,Austria,Vienna,Android,Organic,45-54,control,Android
U04425,2024-12-01,Germany,Hamburg,iOS,Paid Search,25-34,control,iOS
U04426,2024-03-13,Spain,Barcelona,Android,Direct,,control,Android
U04427,2025-04-09,Austria,Vienna,iOS,Organic,18-24,treatment,iOS
U04428,2024-01-14,Germany,Hamburg,Android,Organic,45-54,control,Android
U04429,2024-10-15,France,Paris,Android,Referral,18-24,treatment,Android
U04430,2024-12-04,Spain,Madrid,Web,Organic,25-34,treatment,iOS
U04431,2024-12-16,Germany,Hamburg,Android,Paid Search,45-54,control,Android
U04432,2025-02-15,France,Paris,iOS,Paid Search,35-44,control,iOS
U04433,2024-12-11,France,Paris,Android,Referral,45-54,control,Android
U04434,2024-05-30,Spain,Madrid,Web,Paid Search,45-54,control,iOS
U04435,2024-01-18,Netherlands,Amsterdam,Android,Direct,35-44,treatment,Android
U04436,2024-06-04,Spain,Barcelona,iOS,Paid Search,35-44,control,iOS
U04437,2024-02-19,France,Paris,iOS,Paid Search,25-34,treatment,iOS
U04438,2025-03-15,Spain,Madrid,Android,Paid Search,25-34,control,Android
U04439,2024-04-02,Netherlands,Amsterdam,iOS,Referral,35-44,treatment,iOS
U04440,2024-12-18,France,Paris,iOS,Referral,35-44,treatment,iOS
U04441,2025-02-25,Austria,Vienna,Android,Paid Search,35-44,treatment,Android
U04442,2024-11-12,Netherlands,Amsterdam,Android,Paid Social,45-54,control,Android
U04443,2024-10-07,Germany,Munich,iOS,Organic,55+,control,iOS
U04444,2024-11-04,Spain,Madrid,Android,Partnership,35-44,control,Android
U04445,2025-04-14,Germany,Munich,Android,Paid Search,25-34,treatment,Android
U04446,2024-09-15,Germany,Berlin,iOS,Organic,45-54,treatment,iOS
U04447,2025-03-16,Germany,Berlin,Android,Organic,25-34,control,Android
U04448,2024-02-02,Netherlands,Amsterdam,iOS,Direct,35-44,control,iOS
U04449,2024-05-10,Germany,Hamburg,iOS,Paid Search,25-34,control,iOS
U04450,2024-09-10,Spain,Madrid,iOS,Partnership,25-34,treatment,iOS
U04451,2024-09-13,Netherlands,Amsterdam,iOS,Paid Social,18-24,treatment,iOS
U04452,2025-04-06,Austria,Vienna,iOS,Paid Search,18-24,treatment,iOS
U04453,2025-03-29,Austria,Vienna,iOS,Referral,35-44,treatment,iOS
U04454,2025-01-02,France,Paris,Android,Organic,35-44,control,Android
U04455,2025-04-28,Austria,Vienna,Web,Partnership,25-34,treatment,Web
U04456,2024-09-13,France,Paris,iOS,Organic,25-34,treatment,iOS
U04457,2025-04-11,Austria,Vienna,Android,Paid Search,45-54,control,Android
U04458,2025-01-22,Spain,Madrid,Android,Referral,,treatment,Android
U04459,2024-09-23,France,Paris,iOS,Referral,25-34,control,iOS
U04460,2024-06-06,Germany,Berlin,Web,Organic,35-44,treatment,iOS
U04461,2024-03-17,France,Paris,iOS,Referral,18-24,treatment,iOS
U04462,2024-07-08,Germany,Munich,iOS,Paid Search,18-24,treatment,iOS
U04463,2024-07-06,Germany,Munich,Web,Direct,25-34,treatment,Web
U04464,2024-12-23,Spain,Barcelona,iOS,Partnership,18-24,control,iOS
U04465,2024-09-29,France,Paris,Web,Paid Search,18-24,control,Web
U04466,2025-03-25,Spain,Madrid,Android,Paid Search,25-34,treatment,Android
U04467,2024-04-28,France,Paris,Android,Direct,35-44,control,Android
U04468,2024-04-19,Spain,Madrid,iOS,Paid Social,25-34,control,iOS
U04469,2024-06-13,Netherlands,Amsterdam,Android,Organic,,control,Android
U04470,2024-05-18,Germany,Munich,Android,Organic,25-34,treatment,Android
U04471,2025-01-07,France,Paris,Android,Paid Social,25-34,treatment,Android
U04472,2025-04-11,Spain,Madrid,Web,Paid Search,25-34,control,Android
U04473,2025-03-11,Germany,Munich,iOS,Organic,18-24,treatment,iOS
U04474,2025-05-02,Netherlands,Amsterdam,iOS,Partnership,25-34,treatment,iOS
U04475,2025-02-23,Netherlands,Amsterdam,Android,Paid Social,18-24,treatment,Android
U04476,2024-10-24,Germany,Hamburg,iOS,Organic,35-44,treatment,iOS
U04477,2025-03-07,Germany,Berlin,iOS,Paid Search,25-34,treatment,iOS
U04478,2025-03-04,Netherlands,Amsterdam,Android,Organic,,treatment,Android
U04479,2024-02-24,Austria,Vienna,Android,Referral,35-44,treatment,Android
U04480,2024-04-17,Spain,Madrid,Web,Paid Search,18-24,control,iOS
U04481,2025-03-10,Germany,Munich,iOS,Referral,18-24,control,iOS
U04482,2024-04-23,Spain,Madrid,Android,Paid Search,35-44,control,Android
U04483,2024-07-11,Spain,Madrid,Android,Paid Search,18-24,control,Android
U04484,2024-09-20,France,Paris,Android,Paid Search,25-34,control,Android
U04485,2024-10-24,France,Paris,Android,Paid Social,45-54,treatment,Android
U04486,2025-02-25,Germany,Berlin,Web,Paid Social,25-34,control,Android
U04487,2024-09-19,Germany,Hamburg,Android,Referral,18-24,control,Android
U04488,2024-07-31,Germany,Munich,iOS,Organic,55+,treatment,iOS
U04489,2024-04-27,Netherlands,Amsterdam,Android,Paid Social,35-44,treatment,Android
U04490,2024-11-18,Spain,Madrid,Android,Direct,18-24,treatment,Android
U04491,2024-10-31,Germany,Hamburg,Web,Paid Search,,control,Web
U04492,2024-12-01,Netherlands,Amsterdam,iOS,Direct,55+,control,iOS
U04493,2024-03-08,France,Paris,Android,Paid Search,35-44,treatment,Android
U04494,2025-02-04,France,Paris,iOS,Organic,25-34,treatment,iOS
U04495,2025-02-18,Germany,Munich,iOS,Organic,45-54,control,iOS
U04496,2024-10-14,Spain,Madrid,Web,Referral,45-54,treatment,Web
U04497,2024-09-17,Germany,Berlin,iOS,Paid Social,25-34,treatment,iOS
U04498,2024-01-03,France,Paris,iOS,Organic,35-44,control,iOS
U04499,2024-06-17,Netherlands,Amsterdam,Android,Organic,18-24,treatment,Android
U04500,2024-05-23,Spain,Barcelona,Android,Paid Search,55+,treatment,Android
U04501,2024-10-22,Netherlands,Amsterdam,iOS,Paid Social,55+,control,iOS
U04502,2024-11-01,Spain,Madrid,iOS,Organic,18-24,control,iOS
U04503,2024-02-16,Netherlands,Amsterdam,Android,Paid Social,25-34,treatment,Android
U04504,2025-02-23,Spain,Barcelona,iOS,Paid Search,18-24,control,iOS
U04505,2024-08-15,Germany,Munich,Android,Direct,25-34,control,Android
U04506,2024-05-30,Germany,Berlin,Android,Organic,35-44,control,Android
U04507,2025-01-30,Germany,Berlin,iOS,Partnership,,control,iOS
U04508,2025-04-27,Austria,Vienna,iOS,Organic,25-34,treatment,iOS
U04509,2024-03-26,Germany,Berlin,Android,Paid Search,45-54,treatment,Android
U04510,2024-04-13,Germany,Berlin,iOS,Paid Social,25-34,control,iOS
U04511,2024-05-27,Germany,Hamburg,iOS,Organic,18-24,treatment,iOS
U04512,2024-12-08,Austria,Vienna,Web,Paid Search,35-44,control,Web
U04513,2025-02-07,Spain,Madrid,iOS,Organic,25-34,treatment,iOS
U04514,2024-08-03,Germany,Berlin,iOS,Organic,25-34,control,iOS
U04515,2024-03-09,Germany,Berlin,Android,Paid Search,18-24,control,Android
U04516,2025-02-13,France,Paris,Android,Organic,45-54,control,Android
U04517,2024-06-28,France,Paris,Android,Referral,,control,Android
U04518,2024-10-04,France,Paris,Android,Organic,25-34,control,Android
U04519,2024-04-05,France,Paris,iOS,Paid Search,18-24,control,iOS
U04520,2024-07-14,France,Paris,iOS,Paid Social,25-34,control,iOS
U04521,2024-03-18,Austria,Vienna,iOS,Referral,25-34,treatment,iOS
U04522,2025-04-11,Spain,Barcelona,Android,Paid Search,25-34,treatment,Android
U04523,2025-04-25,France,Paris,Android,Paid Social,18-24,treatment,Android
U04524,2024-02-23,Germany,Munich,Android,Organic,45-54,treatment,Android
U04525,2025-03-22,Netherlands,Amsterdam,iOS,Paid Search,25-34,treatment,iOS
U04526,2024-11-30,Spain,Barcelona,Web,Paid Search,18-24,treatment,Web
U04527,2024-04-14,Austria,Vienna,iOS,Paid Search,35-44,treatment,iOS
U04528,2024-10-22,Austria,Vienna,iOS,Paid Search,25-34,control,iOS
U04529,2024-06-10,Germany,Berlin,Android,Paid Search,18-24,control,Android
U04530,2025-02-23,Germany,Hamburg,Android,Direct,35-44,treatment,Android
U04531,2024-01-13,France,Paris,iOS,Paid Social,35-44,treatment,iOS
U04532,2024-11-09,France,Paris,Android,Paid Social,55+,control,Android
U04533,2024-08-02,Spain,Barcelona,iOS,Organic,45-54,treatment,iOS
U04534,2024-09-20,Netherlands,Amsterdam,iOS,Direct,,control,iOS
